epoch,loss,val_loss
0,0.366796613,0.15502846240997314
1,0.24964860081672668,0.1320987045764923
2,0.22611956298351288,0.096192874
3,0.21710984408855438,0.095987141
4,0.21112051606178284,0.076161772
5,0.205826998,0.075126678
6,0.20121555030345917,0.08434993
7,0.19912703335285187,0.081849068
8,0.19668793678283691,0.074577637
9,0.19495214521884918,0.071447402
10,0.19400641322135925,0.075492859
11,0.19202958047389984,0.075195365
12,0.18991586565971375,0.071235523
13,0.1887301504611969,0.060616381
14,0.187327579,0.075596839
15,0.18631359934806824,0.066314653
16,0.1861913800239563,0.064078033
17,0.18521225452423096,0.078238562
18,0.18415503203868866,0.061191458255052567
19,0.18313327431678772,0.06616243
20,0.18344508111476898,0.06867227
21,0.18205955624580383,0.071997531
22,0.18191759288311005,0.063049123
23,0.18027672171592712,0.084097356
24,0.18090882897377014,0.07907021
25,0.18063035607337952,0.057567921
26,0.17978312075138092,0.068907984
27,0.17978127300739288,0.058750618
28,0.17954537272453308,0.073783033
29,0.1787325143814087,0.059706282
30,0.17802248895168304,0.056895412504673004
31,0.17791111767292023,0.064106047
32,0.17800386250019073,0.064531386
33,0.17748039960861206,0.068631329
34,0.1770399808883667,0.060483873
35,0.17687417566776276,0.060742047
36,0.17725081741809845,0.061324716
37,0.17739683389663696,0.064715482
38,0.17687085270881653,0.064558513
39,0.17669373750686646,0.060096900910139084
40,0.17670711874961853,0.056087218
41,0.1758299171924591,0.06685432
42,0.17637763917446136,0.063347355
43,0.17666280269622803,0.061774611473083496
44,0.17596468329429626,0.073296525
45,0.17548534274101257,0.064277858
46,0.17573405802249908,0.05872149
47,0.1761092096567154,0.063578606
48,0.17411096394062042,0.065237664
49,0.17578643560409546,0.054419454
50,0.17709742486476898,0.064274624
51,0.17597374320030212,0.06380818
52,0.17481809854507446,0.062153239
53,0.17511391639709473,0.061381701
54,0.1757337898015976,0.064929225
55,0.17504504323005676,0.064370342
56,0.17437802255153656,0.055809568613767624
57,0.17448386549949646,0.061791018
58,0.17353002727031708,0.073476583
59,0.17581580579280853,0.064263009
60,0.17584799230098724,0.060096953
61,0.1747773140668869,0.057124861
62,0.17496486008167267,0.069517136
63,0.1739269495010376,0.055079273879528046
64,0.17493043839931488,0.060968373
65,0.17410536110401154,0.071665615
66,0.1733333170413971,0.050717849
67,0.1732754409313202,0.068945907
68,0.17378470301628113,0.056778814643621445
69,0.17346590757369995,0.070620328
70,0.17379418015480042,0.064299032
71,0.17384891211986542,0.064007938
72,0.17361554503440857,0.060193203
73,0.17344610393047333,0.062800936
74,0.17281267046928406,0.057205259799957275
75,0.17166751623153687,0.06118387
76,0.17323294281959534,0.065765493
77,0.17312437295913696,0.046408243
78,0.17275702953338623,0.053742725402116776
79,0.17189839482307434,0.064831711
80,0.17216986417770386,0.056994271
81,0.1720370650291443,0.069836743
82,0.17180997133255005,0.070470847
83,0.17174150049686432,0.068959013
84,0.17100916802883148,0.060174062848091125
85,0.17136937379837036,0.058791753
86,0.1715070754289627,0.061549391597509384
87,0.1706247627735138,0.065451898
88,0.17205214500427246,0.056011632
89,0.16958829760551453,0.052825108
90,0.171220601,0.054304987
91,0.1707511693239212,0.063980386
92,0.17121152579784393,0.064755358
93,0.17070266604423523,0.065891087
94,0.17120493948459625,0.053826876
95,0.1709326207637787,0.065790325
96,0.16986341774463654,0.063264772
97,0.17087717354297638,0.058071773
98,0.17190447449684143,0.063964836
99,0.1706496626138687,0.047817163
100,0.17021982371807098,0.055805124
101,0.1716264933347702,0.058117308
102,0.17134946584701538,0.065699913
103,0.17000529170036316,0.065796293
104,0.16983209550380707,0.072799027
105,0.17067216336727142,0.051955953
106,0.16969771683216095,0.057936109602451324
107,0.17002259194850922,0.055049036
108,0.16935116052627563,0.060880583
109,0.16968947649002075,0.069086842
110,0.1693943440914154,0.052979186
111,0.17041029036045074,0.06383907
112,0.1693239063024521,0.065953217
113,0.17100904881954193,0.066773474
114,0.16946615278720856,0.052211653
115,0.1697653979063034,0.056395449
116,0.16958197951316833,0.058825225
117,0.16937345266342163,0.056428626
118,0.16979214549064636,0.06262631
119,0.1702178567647934,0.052553188
120,0.17059791088104248,0.058060244
121,0.17020970582962036,0.065454356
122,0.16894643008708954,0.065278098
123,0.16962602734565735,0.061194941
124,0.1694936603307724,0.054108314
125,0.1693207323551178,0.060947411
126,0.1694665253162384,0.059025913
127,0.16941285133361816,0.056761026
128,0.16902963817119598,0.051535800099372864
129,0.16902004182338715,0.055915851
130,0.16912338137626648,0.064109281
131,0.16889536380767822,0.070359558
132,0.1689419150352478,0.054468505
133,0.16958503425121307,0.054926891
134,0.17021287977695465,0.056876745
135,0.16891241073608398,0.058297843
136,0.16951631009578705,0.056749441
137,0.16942042112350464,0.067337267
138,0.16900859773159027,0.061023939
139,0.16876457631587982,0.054506425
140,0.16810950636863708,0.065690517
141,0.16965040564537048,0.060290902853012085
142,0.1692950427532196,0.060257003
143,0.16926351189613342,0.058067601174116135
144,0.1691492199897766,0.06955193
145,0.16892433166503906,0.055747118
146,0.16930969059467316,0.068287082
147,0.16902434825897217,0.063406669
148,0.16898757219314575,0.054356250911951065
149,0.1686496138572693,0.073263071
150,0.16830584406852722,0.061801791191101074
151,0.1692371368408203,0.050759502
152,0.1695089340209961,0.060358856
153,0.16885297000408173,0.061130400747060776
154,0.1696084886789322,0.058233019
155,0.16819512844085693,0.057655122
156,0.16868378221988678,0.056806161999702454
157,0.1686021089553833,0.058695067
158,0.16910061240196228,0.064712383
159,0.1688111424446106,0.059198640286922455
160,0.16841965913772583,0.057590413838624954
161,0.16894039511680603,0.057832416
162,0.16863419115543365,0.076008461
163,0.16956587135791779,0.05972562
164,0.16878771781921387,0.056375604
165,0.1683741956949234,0.050610952
166,0.16966292262077332,0.061560116708278656
167,0.16758106648921967,0.054900337010622025
168,0.1681259423494339,0.052151203
169,0.16865770518779755,0.058518931
170,0.16944698989391327,0.055490009
171,0.16767744719982147,0.063392304
172,0.16825737059116364,0.055143222
173,0.16831889748573303,0.05804307
174,0.1688111275434494,0.056558613
